County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Clackamas,CLACKAMAS ESD,PRESCHOOL / CHILD CARE / HEAD START,209,191,91%,193,92%,196,94%,197,94%,190,91%,196,94%,199,95%,186,89%,11,5%,10,5%,11,5%,11,5%,11,5%,11,5%,10,5%,11,5%,10,5%,1,0%,0,0%,"1,043",0
Clackamas,COLUMBIA ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,COMMUNITY ARTS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,80,76,95%,75,94%,74,93%,75,94%,74,93%,75,94%,76,95%,74,93%,5,6%,3,4%,4,5%,5,6%,4,5%,5,6%,5,6%,3,4%,3,4%,0,0%,0,0%,0,0
Clackamas,COMMUNITY SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,65,63,97%,63,97%,60,92%,63,97%,60,92%,62,95%,63,97%,60,92%,4,6%,2,3%,2,3%,4,6%,3,5%,4,6%,3,5%,2,3%,2,3%,0,0%,0,0%,0,0
Clackamas,CORNERSTONE CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,33,31,94%,31,94%,31,94%,31,94%,31,94%,31,94%,31,94%,31,94%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,0,0%,0,0%,0,0
Clackamas,COUNTRY CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,22,20,91%,20,91%,20,91%,20,91%,20,91%,20,91%,20,91%,20,91%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,0,0%,0,0%,0,0
Clackamas,COUNTRY KIDS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,17,17,100%,17,100%,17,100%,17,100%,17,100%,17,100%,17,100%,17,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Clackamas,CREATIVE MINDS LEARNING CENTERS HAPPY VALLEY SCHOO,PRESCHOOL / CHILD CARE / HEAD START,35,32,91%,32,91%,32,91%,32,91%,32,91%,32,91%,32,91%,32,91%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,3,9%,0,0%,0,0%,9,21
Clackamas,CREATIVE MINDS LEARNING CENTERS TUALATIN,PRESCHOOL / CHILD CARE / HEAD START,50,47,94%,47,94%,47,94%,48,96%,47,94%,46,92%,47,94%,46,92%,4,8%,3,6%,3,6%,3,6%,2,4%,4,8%,4,8%,3,6%,2,4%,0,0%,0,0%,0,15
Clackamas,CUDDLE TIME PRESCHOOL AND CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,20,19,95%,19,95%,20,100%,20,100%,19,95%,19,95%,19,95%,19,95%,1,5%,1,5%,1,5%,0,0%,0,0%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0
Clackamas,Damascus Child Care,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,0
Clackamas,Danell's Little Child Care,PRESCHOOL / CHILD CARE / HEAD START,12,11,92%,11,92%,11,92%,11,92%,11,92%,11,92%,11,92%,11,92%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,1,8%,0,0%,0,0%,3,0
Clackamas,Deanna's Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,Doodlebug Daycare,PRESCHOOL / CHILD CARE / HEAD START,17,17,100%,17,100%,17,100%,17,100%,17,100%,17,100%,15,88%,15,88%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,Eagles Clubhouse,PRESCHOOL / CHILD CARE / HEAD START,18,14,78%,14,78%,16,89%,16,89%,14,78%,14,78%,14,78%,14,78%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,37,0
Clackamas,EARLY HORIZON DAY SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Clackamas,EARLY LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,71,70,99%,70,99%,69,97%,68,96%,68,96%,69,97%,70,99%,68,96%,3,4%,1,1%,1,1%,2,3%,3,4%,3,4%,2,3%,1,1%,1,1%,0,0%,0,0%,0,0
Clackamas,EARLY YEARS CHILDREN'S CENTER,PRESCHOOL / CHILD CARE / HEAD START,49,47,96%,47,96%,47,96%,47,96%,47,96%,47,96%,47,96%,47,96%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,0,0%,0,0%,0,10
Clackamas,ESTACADA CHRISTIAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,23,21,91%,21,91%,20,87%,21,91%,20,87%,20,87%,21,91%,20,87%,3,13%,2,9%,3,13%,3,13%,2,9%,3,13%,2,9%,2,9%,2,9%,0,0%,0,0%,0,0
Clackamas,ESTACADA DAY CARE,PRESCHOOL / CHILD CARE / HEAD START,21,20,95%,21,100%,21,100%,21,100%,20,95%,20,95%,21,100%,20,95%,1,5%,1,5%,0,0%,0,0%,0,0%,1,5%,1,5%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,FAMILY STEPPING STONES,PRESCHOOL / CHILD CARE / HEAD START,14,14,100%,14,100%,13,93%,13,93%,13,93%,13,93%,14,100%,13,93%,1,7%,1,7%,1,7%,0,0%,0,0%,1,7%,1,7%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,FUNTIME DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,17,13,76%,13,76%,13,76%,13,76%,13,76%,13,76%,13,76%,13,76%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Clackamas,GODDARD SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,147,142,97%,141,96%,143,97%,143,97%,142,97%,143,97%,142,97%,141,96%,4,3%,4,3%,4,3%,4,3%,4,3%,4,3%,4,3%,4,3%,4,3%,0,0%,0,0%,6,32
Clackamas,GOOD SHEPHERD SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,48,39,81%,39,81%,40,83%,41,85%,37,77%,39,81%,44,92%,36,75%,11,23%,9,19%,8,17%,8,17%,7,15%,10,21%,9,19%,4,8%,4,8%,0,0%,0,0%,0,0
Clackamas,GRAND VIEW CHRISTIAN ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,23,88%,22,85%,20,77%,22,85%,24,92%,22,85%,20,77%,6,23%,2,8%,3,12%,4,15%,6,23%,4,15%,2,8%,4,15%,2,8%,0,0%,0,0%,0,0
Clackamas,GRANDMA'S HOUSE,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,GROWING CORNER PRESCHOOL AND DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Clackamas,HAPPY VALLEY MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,19,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,18,95%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,0,0%,0,0%,0,0
Clackamas,HAPPY VALLEY PRESCHOOL AND CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,115,114,99%,114,99%,114,99%,113,98%,112,97%,114,99%,112,97%,112,97%,3,3%,1,1%,1,1%,1,1%,2,2%,3,3%,1,1%,1,1%,1,1%,0,0%,0,0%,0,21
Clackamas,HILLSVIEW MONTESSORI SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,75,68,91%,68,91%,68,91%,68,91%,65,87%,68,91%,68,91%,65,87%,10,13%,7,9%,7,9%,7,9%,7,9%,10,13%,7,9%,7,9%,6,8%,0,0%,0,0%,0,0
Clackamas,HOOD VIEW ADVENTIST SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,28,28,100%,27,96%,27,96%,27,96%,27,96%,28,100%,27,96%,25,89%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,IN A CHILDS PATH FARMHOUSE,PRESCHOOL / CHILD CARE / HEAD START,23,20,87%,20,87%,21,91%,22,96%,21,91%,21,91%,21,91%,18,78%,5,22%,3,13%,3,13%,2,9%,1,4%,2,9%,2,9%,2,9%,1,4%,0,0%,0,0%,0,0
Clackamas,INTERNATIONAL LEADERSHIP ACADEMY,PRESCHOOL / CHILD CARE / HEAD START,57,53,93%,53,93%,55,96%,56,98%,52,91%,55,96%,56,98%,47,82%,2,4%,2,4%,2,4%,2,4%,1,2%,2,4%,2,4%,1,2%,1,2%,0,0%,0,0%,1,5
Clackamas,IQ Preschool,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,JJ's Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,JOYFUL NOISE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,109,106,97%,106,97%,106,97%,106,97%,106,97%,106,97%,106,97%,106,97%,3,3%,3,3%,3,3%,3,3%,3,3%,3,3%,3,3%,3,3%,3,3%,0,0%,0,0%,0,0
Clackamas,Julie's Little Angels,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,KIDS CONNECTION PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,26,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,26,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,Kids Cove Nursery Daycare & Preschool,PRESCHOOL / CHILD CARE / HEAD START,18,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,18,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,8
Clackamas,Kidspire Preschool,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,8,80%,9,90%,10,100%,8,80%,8,80%,10,100%,8,80%,2,20%,0,0%,2,20%,1,10%,0,0%,2,20%,2,20%,0,0%,0,0%,0,0%,0,0%,0,2
Clackamas,KINDERCARE LAKE GROVE,PRESCHOOL / CHILD CARE / HEAD START,100,99,99%,99,99%,99,99%,99,99%,99,99%,99,99%,99,99%,99,99%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0,12
Clackamas,KINDERCARE LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,63,59,94%,61,97%,59,94%,59,94%,61,97%,61,97%,58,92%,58,92%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,2,3%,0,0%,0,0%,0,14
Clackamas,KINDERCARE WEST LINN,PRESCHOOL / CHILD CARE / HEAD START,65,65,100%,65,100%,65,100%,65,100%,65,100%,65,100%,65,100%,65,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,29,18
Clackamas,KINGS KIDS CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,64,64,100%,63,98%,62,97%,63,98%,61,95%,61,95%,64,100%,61,95%,3,5%,0,0%,1,2%,2,3%,1,2%,3,5%,3,5%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,La Escuelita,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,Lesa's Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,LEWIS AND CLARK MONTESSORI PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,26,22,85%,22,85%,22,85%,22,85%,22,85%,22,85%,22,85%,22,85%,4,15%,4,15%,4,15%,4,15%,4,15%,4,15%,4,15%,4,15%,4,15%,0,0%,0,0%,0,0
Clackamas,LILLY'S PAD LEARNING,PRESCHOOL / CHILD CARE / HEAD START,63,62,98%,62,98%,62,98%,62,98%,62,98%,61,97%,62,98%,61,97%,2,3%,1,2%,1,2%,1,2%,1,2%,1,2%,2,3%,1,2%,1,2%,0,0%,0,0%,0,0
Clackamas,LILY POND PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,22,19,86%,19,86%,19,86%,19,86%,19,86%,19,86%,19,86%,19,86%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,1,5%,0,0%,1,5%,3,0
Clackamas,Little Bear Play Care and Preschool,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,LITTLE BEAR PLAYCARE AND NURSERY,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,LITTLE LIGHTS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,29,26,90%,26,90%,26,90%,25,86%,25,86%,25,86%,25,86%,24,83%,5,17%,3,10%,3,10%,3,10%,4,14%,4,14%,4,14%,4,14%,3,10%,0,0%,0,0%,0,0
Clackamas,Little Sprout Child Care,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,1
Clackamas,LOGUS ROAD PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,32,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,32,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,LOVING HEARTS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,60,57,95%,56,93%,57,95%,57,95%,57,95%,57,95%,56,93%,56,93%,4,7%,3,5%,4,7%,3,5%,3,5%,3,5%,3,5%,4,7%,1,2%,0,0%,0,0%,0,0
Clackamas,Lucy's 5 A's Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,LULU'S DAY CARE,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,11,92%,11,92%,12,100%,11,92%,12,100%,11,92%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,7,4
Clackamas,Ma'ayan Ha Torah Day School,PRESCHOOL / CHILD CARE / HEAD START,37,31,84%,26,70%,27,73%,32,86%,29,78%,28,76%,31,84%,24,65%,13,35%,6,16%,11,30%,10,27%,6,16%,8,22%,9,24%,6,16%,6,16%,0,0%,0,0%,0,0
Clackamas,MACKSBURG PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,70,69,99%,69,99%,69,99%,69,99%,69,99%,69,99%,69,99%,69,99%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,1,1%,0,0%,0,0%,0,0
Clackamas,MAGGIE'S HAPPY HEARTS PRESCHOOL & CHILD CARE,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,MARYAM'S PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,MARYLHURST EARLY CHILDHOOD CENTER,PRESCHOOL / CHILD CARE / HEAD START,79,78,99%,78,99%,76,96%,76,96%,79,100%,76,96%,76,96%,76,96%,3,4%,1,1%,1,1%,3,4%,3,4%,0,0%,3,4%,3,4%,0,0%,0,0%,0,0%,12,0
Clackamas,MENTOR GRAPHICS CHILD DEVELOPMENT,PRESCHOOL / CHILD CARE / HEAD START,96,92,96%,93,97%,92,96%,95,99%,92,96%,92,96%,95,99%,92,96%,4,4%,4,4%,3,3%,4,4%,1,1%,4,4%,4,4%,1,1%,1,1%,0,0%,0,0%,0,14
Clackamas,MILWAUKIE COVENANT PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,36,32,89%,32,89%,32,89%,32,89%,32,89%,32,89%,32,89%,32,89%,4,11%,4,11%,4,11%,4,11%,4,11%,4,11%,4,11%,4,11%,4,11%,0,0%,0,0%,0,0
Clackamas,MILWAUKIE LUTHERAN PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,49,47,96%,46,94%,47,96%,47,96%,45,92%,47,96%,47,96%,45,92%,4,8%,2,4%,3,6%,2,4%,2,4%,4,8%,2,4%,2,4%,2,4%,0,0%,0,0%,0,0
Clackamas,MILWAUKIE MONTESSORI SCHOOL AND DAYCARE,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,MILWAUKIE PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,29,28,97%,28,97%,27,93%,28,97%,28,97%,28,97%,28,97%,27,93%,2,7%,1,3%,1,3%,2,7%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Clackamas,MOTHER NURTURE'S MONTESSORI,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,Mountain Park KINDERCARE,PRESCHOOL / CHILD CARE / HEAD START,51,51,100%,51,100%,51,100%,51,100%,51,100%,51,100%,51,100%,51,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Clackamas,MT HOOD LEARNING CENTER,PRESCHOOL / CHILD CARE / HEAD START,41,34,83%,34,83%,34,83%,34,83%,34,83%,34,83%,34,83%,34,83%,6,15%,6,15%,6,15%,6,15%,6,15%,6,15%,6,15%,6,15%,6,15%,1,2%,0,0%,44,0
Clackamas,"MUSIC, ARTS AND CRAFTS PRESCHOOL AND CHILDCARE",PRESCHOOL / CHILD CARE / HEAD START,28,28,100%,28,100%,28,100%,28,100%,28,100%,28,100%,28,100%,28,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,Nelson's Little Monkeys,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,NEW HOPE YMCA CHILD DEVELOPMENT CENTER,PRESCHOOL / CHILD CARE / HEAD START,57,56,98%,55,96%,55,96%,56,98%,55,96%,56,98%,56,98%,55,96%,1,2%,0,0%,1,2%,1,2%,0,0%,1,2%,0,0%,0,0%,0,0%,0,0%,0,0%,0,5
Clackamas,NOAH'S ARK EARLY CHILDHOOD EDUCATION PROGRAM,PRESCHOOL / CHILD CARE / HEAD START,53,51,96%,51,96%,51,96%,51,96%,51,96%,51,96%,51,96%,51,96%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,0,0%,0,0%,1,0
Clackamas,NORTH CLACKAMAS CHRISTIAN SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,23,21,91%,21,91%,21,91%,21,91%,21,91%,21,91%,21,91%,21,91%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,2,9%,0,0%,0,0%,0,0
Clackamas,OAK GROVE DAY CARE AND PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,48,46,96%,46,96%,46,96%,46,96%,45,94%,46,96%,46,96%,45,94%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,1,2%,1,2%,0,0%,0,0%,51,0
Clackamas,OAK GROVE LEARNING TREE,PRESCHOOL / CHILD CARE / HEAD START,56,49,88%,49,88%,49,88%,49,88%,49,88%,49,88%,49,88%,49,88%,7,13%,5,9%,7,13%,7,13%,6,11%,7,13%,7,13%,6,11%,5,9%,0,0%,0,0%,63,0
Clackamas,OAK HILLS PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,32,30,94%,30,94%,30,94%,30,94%,30,94%,30,94%,30,94%,30,94%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,2,6%,0,0%,0,0%,0,0
Clackamas,OONA'S PLAYCARE,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,2
Clackamas,OREGON CHILD DEVELOPMENT COALITION 0-3   R-12,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,2
Clackamas,OREGON CHILD DEVELOPMENT COALITION EHS,PRESCHOOL / CHILD CARE / HEAD START,30,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,30,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,OREGON CHILD DEVELOPMENT COALITION PK  SHS,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,OREGON CITY COMMUNITY EDUCATION EARLY CHILDHOOD PR,PRESCHOOL / CHILD CARE / HEAD START,83,83,100%,83,100%,83,100%,83,100%,83,100%,83,100%,83,100%,83,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Clackamas,OREGON CITY DAY SCHOOL,PRESCHOOL / CHILD CARE / HEAD START,51,51,100%,50,98%,51,100%,51,100%,50,98%,51,100%,51,100%,50,98%,1,2%,0,0%,0,0%,0,0%,0,0%,1,2%,0,0%,0,0%,0,0%,0,0%,0,0%,20,9
Clackamas,OREGON CITY PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,44,44,100%,44,100%,44,100%,43,98%,43,98%,43,98%,44,100%,43,98%,1,2%,0,0%,0,0%,0,0%,1,2%,1,2%,1,2%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,Oregon Promise Preschool,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,15,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,OSWEGO PLAYSCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,34,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Clackamas,PACE/TEEN PARENT,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,PEAKE ACADEMY AT PLAY BOUTIQUE,PRESCHOOL / CHILD CARE / HEAD START,52,50,96%,50,96%,50,96%,50,96%,50,96%,50,96%,50,96%,50,96%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,2,4%,0,0%,0,0%,0,0
Clackamas,PECHOCHOS DAY CARE,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clackamas,PINE VALLEY PRESCHOOL,PRESCHOOL / CHILD CARE / HEAD START,34,33,97%,33,97%,33,97%,33,97%,33,97%,33,97%,33,97%,33,97%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,1,3%,0,0%,0,0%,0,0
Clackamas,PLEASANT VALLEY SPRINGS,PRESCHOOL / CHILD CARE / HEAD START,18,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,15,83%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,3,17%,0,0%,0,0%,5,0
