County,SiteName,Grade,"# Documentation Required
(Adjusted Enrollment)","# Vaccinated:
DTaP","% Vaccinated:
DTaP","# Vaccinated:
Polio","% Vaccinated:
Polio","# Vaccinated:
Varicella","% Vaccinated:
Varicella","# Vaccinated:
MMR","% Vaccinated:
MMR","# Vaccinated:
HepB","% Vaccinated:
HepB","# Vaccinated:
HepA","% Vaccinated:
HepA","# Vaccinated:
Hib","% Vaccinated:
Hib","# with all
vaccines required","% with all
vaccines required","# Nonmedical Exemptions
Any Vaccines","% Nonmedical Exemptions
Any Vaccines","# Exemption:
DTaP","% Exemption:
DTaP","# Exemption:
Polio","% Exemption:
Polio","# Exemption:
Varicella","% Exemption:
Varicella","# Exemption:
MMR","% Exemption:
MMR","# Exemption:
HepB","% Exemption:
HepB","# Exemption:
HepA","% Exemption:
HepA","# Exemption:
Hib","% Exemption:
Hib","# Nonmedical Exemptions
All Vaccines","% Nonmedical Exemptions
All Vaccines",# No Record,% No Record,"# w/ Medical
Exemption(s)","% w/ Medical
Exemption(s)",# Not Counted,"# Children
<18 Months"
Washington,Brandi's Kids Preschool,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Briar Rose School,PRESCHOOL / CHILD CARE / HEAD START,22,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,5
Washington,Bright Minds Learning Center,PRESCHOOL / CHILD CARE / HEAD START,15,15,100%,14,93%,15,100%,15,100%,15,100%,15,100%,15,100%,14,93%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,4
Washington,Bright Stars Preschool and Infant Care,PRESCHOOL / CHILD CARE / HEAD START,12,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,12,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,3
Washington,Bright Start Learning Center,PRESCHOOL / CHILD CARE / HEAD START,19,17,89%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,17,89%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,8,4
Washington,Bull Mountain Montessori,PRESCHOOL / CHILD CARE / HEAD START,24,20,83%,20,83%,20,83%,23,96%,20,83%,20,83%,20,83%,20,83%,4,17%,4,17%,4,17%,4,17%,1,4%,4,17%,4,17%,4,17%,1,4%,0,0%,0,0%,0,0
Washington,Bumble Bee Preschool &  Daycare,PRESCHOOL / CHILD CARE / HEAD START,38,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,38,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Washington,Busy Bee Daycare,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,10,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,3
Washington,Busy Hands Montessori,PRESCHOOL / CHILD CARE / HEAD START,10,10,100%,9,90%,9,90%,10,100%,9,90%,9,90%,9,90%,9,90%,1,10%,0,0%,1,10%,1,10%,0,0%,1,10%,1,10%,1,10%,0,0%,0,0%,0,0%,0,1
Washington,Busy Little Bees Preschool & Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Butterflies and Bumblebees Childcare,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,5
Washington,C. Vivian Stringer,PRESCHOOL / CHILD CARE / HEAD START,253,244,96%,239,94%,237,94%,239,94%,234,92%,237,94%,246,97%,222,88%,28,11%,9,4%,14,6%,16,6%,14,6%,19,8%,16,6%,7,3%,6,2%,0,0%,0,0%,0,69
Washington,Calvary Lutheran Preschool,PRESCHOOL / CHILD CARE / HEAD START,51,49,96%,49,96%,47,92%,48,94%,48,94%,48,94%,49,96%,46,90%,5,10%,2,4%,2,4%,4,8%,3,6%,3,6%,2,4%,2,4%,2,4%,0,0%,0,0%,0,0
Washington,Carden Cascade Academy,PRESCHOOL / CHILD CARE / HEAD START,13,12,92%,12,92%,12,92%,11,85%,9,69%,11,85%,12,92%,9,69%,4,31%,1,8%,1,8%,1,8%,2,15%,4,31%,2,15%,1,8%,1,8%,0,0%,0,0%,0,0
Washington,Carita's Day School,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Carrie Hernadez Memories and Learning,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Catlin Gabel School - Beginning,PRESCHOOL / CHILD CARE / HEAD START,20,18,90%,18,90%,18,90%,18,90%,16,80%,18,90%,18,90%,16,80%,4,20%,2,10%,2,10%,2,10%,2,10%,4,20%,2,10%,2,10%,2,10%,0,0%,0,0%,0,0
Washington,Cedar Hills Explorers & Friends,PRESCHOOL / CHILD CARE / HEAD START,18,17,94%,17,94%,17,94%,17,94%,17,94%,17,94%,17,94%,17,94%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,1,6%,0,0%,0,0%,0,0
Washington,Cedar Hills Kindergarten and Preschool,PRESCHOOL / CHILD CARE / HEAD START,43,42,98%,42,98%,41,95%,42,98%,39,91%,41,95%,42,98%,39,91%,4,9%,1,2%,1,2%,2,5%,1,2%,4,9%,1,2%,1,2%,1,2%,0,0%,0,0%,0,0
Washington,Cedar Mill Christ Preschool,PRESCHOOL / CHILD CARE / HEAD START,16,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,16,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Washington,Century High School Child Development Center,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Century Little Jags Preschool,PRESCHOOL / CHILD CARE / HEAD START,20,20,100%,18,90%,18,90%,18,90%,18,90%,19,95%,18,90%,18,90%,2,10%,0,0%,2,10%,2,10%,2,10%,2,10%,1,5%,2,10%,0,0%,0,0%,0,0%,0,0
Washington,Cherry Blossom Preschool & Daycare,PRESCHOOL / CHILD CARE / HEAD START,20,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,20,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,2
Washington,Chickadee Montessori LLC,PRESCHOOL / CHILD CARE / HEAD START,15,14,93%,14,93%,14,93%,14,93%,13,87%,13,87%,14,93%,13,87%,2,13%,1,7%,1,7%,1,7%,1,7%,2,13%,2,13%,1,7%,1,7%,0,0%,0,0%,0,0
Washington,Child Care by Kim,PRESCHOOL / CHILD CARE / HEAD START,11,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,11,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,3
Washington,Childrens Creative Imaginations,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Children's Discovery School,PRESCHOOL / CHILD CARE / HEAD START,22,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,5
Washington,Children's Park Learning Center,PRESCHOOL / CHILD CARE / HEAD START,22,22,100%,22,100%,22,100%,22,100%,22,100%,22,100%,21,95%,21,95%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,10
Washington,Children's Relief Nursery,PRESCHOOL / CHILD CARE / HEAD START,13,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,13,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Washington,Children's Time Preschool,PRESCHOOL / CHILD CARE / HEAD START,53,51,96%,50,94%,50,94%,51,96%,50,94%,50,94%,50,94%,50,94%,3,6%,2,4%,3,6%,3,6%,2,4%,3,6%,3,6%,3,6%,2,4%,0,0%,0,0%,23,5
Washington,Childs Play Child Care,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Child's View Montessori School: Infant/Toddler Hou,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Chiva Kordmahaleh Childcare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Christ the King Preschool,PRESCHOOL / CHILD CARE / HEAD START,29,26,90%,26,90%,26,90%,26,90%,26,90%,26,90%,26,90%,26,90%,3,10%,3,10%,3,10%,3,10%,3,10%,3,10%,3,10%,3,10%,3,10%,0,0%,0,0%,0,0
Washington,Circle of Angels Daycare,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Community Action Head Start,PRESCHOOL / CHILD CARE / HEAD START,860,837,97%,841,98%,845,98%,842,98%,843,98%,843,98%,843,98%,827,96%,24,3%,15,2%,16,2%,15,2%,18,2%,15,2%,16,2%,16,2%,10,1%,0,0%,0,0%,4,29
Washington,Continuing Education for Young Parents (CEYP) Babi,PRESCHOOL / CHILD CARE / HEAD START,Site has fewer than 10 children in the adjusted enrollment. No numbers are displayed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,Cornelius Elementary,PRESCHOOL / CHILD CARE / HEAD START,19,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,19,100%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0
Washington,Cornerstone Christian Preschool and Childcare,PRESCHOOL / CHILD CARE / HEAD START,38,36,95%,36,95%,36,95%,36,95%,36,95%,36,95%,37,97%,36,95%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,2,5%,1,3%,1,3%,0,0%,0,0%,9,0
